Video Title,Comment,Processed_Comment,English_Translation,Polarity,Sentiment,Compound_Terms,Aspect_Terms,Aspect_Sentiments
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Piyush ❤️❤️,piyush,piyush,0.0,Neutral,[],['piyush'],{'piyush': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"promotion to bahana hai, netflix show dekh k bhi paise kamana hai",promotion bahana hai netflix show dekh k bhi paisa kamana hai,Promotion excuse is to earn money to watch Netflix show,0.0772,Positive,[],"['Promotion', 'excuse', 'money']","{'Promotion': 'Neutral', 'excuse': 'Negative', 'money': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,I had loved this series. Only Indian stuff I watched on Netflix.,loved series indian stuff watched netflix,Loved Series Indian Stuff Watched Netflix,0.5994,Positive,"['Loved', 'Series', 'Indian']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,4:57  Nidhi Bisht is an actual lawyer irl❤,nidhi bisht actual lawyer irl,Nidhi Bisht Act Lawyer Rural,0.0,Neutral,"['Nidhi', 'Bisht', 'Act', 'Lawyer']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Kullu pose on Aka writer op 🤣🤣,kullu pose aka writer op,Kullu Pose Aka Writer Op,0.0,Neutral,"['Kullu', 'Pose', 'Aka', 'Writer']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix bhatt ❤️,netflix bhatt,Netflix Bhatt,0.0,Neutral,['Netflix'],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Court m light toh bdhia aati har par मन भेद jaati h 🙂,court light toh bdhia aati har par jaati h,Court light toh goes to everyone,0.0,Neutral,[],"['Court', 'light', 'toh']","{'Court': 'Neutral', 'light': 'Positive', 'toh': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Pehle ye batao iss reaction panel mey Bassi kyu nehi hain?,pehle ye batao i reaction panel mey basso kyu nehi hain,"First tell this, why are there no buses in the reaction panel",-0.296,Negative,[],"['buses', 'reaction', 'panel']","{'buses': 'Neutral', 'reaction': 'Neutral', 'panel': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Bassi lawyer hai, usse bula tha, aur maza aata",basso lawyer hai usse bula tha aur maza aata,Buso Lawyer said to him and enjoyed it,0.5106,Positive,['Buso'],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay Bhatt is a brand Ambassador of Netflix😂😂😂,tanmay bhatt brand ambassador netflix,Tanmay Bhatt Brand Ambassador Netflix,0.0,Neutral,"['Tanmay', 'Bhatt', 'Brand', 'Ambassador']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Yo Yo Honey Singh paaji ka documentry daalo yaar please ❤,yo yo honey singh paaji ka documentry daalo yaar please,Yo Yo Honey Singh Paaji's Dokuntry Dalo Yaar Please,0.3182,Positive,"['Yo', 'Yo', 'Singh', 'Dokuntry', 'Dalo', 'Yaar']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Paiso ke liye kitna jhooth bolna padta hai..😂😂 .. quite an avg series except for few scenes and dialogues.. story toh chod he do..,paiso ke liye kitna jhooth bolna padta hai quite avg series except scene dialogue story toh chod,"How much money does it have to lie for money, how to leave the series across scan dialogue story toh",-0.0516,Negative,[],"['money', 'money', 'series', 'dialogue', 'story', 'toh']","{'money': 'Neutral', 'series': 'Neutral', 'dialogue': 'Neutral', 'story': 'Neutral', 'toh': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Loved this show ❤,loved show,Loved show,0.5994,Positive,[],['show'],{'show': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,shandaar reaction 😂,shandaar reaction,shandaar reaction,0.0,Neutral,[],"['shandaar', 'reaction']","{'shandaar': 'Neutral', 'reaction': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"A random request, but i kinda want to see the og gang react to horror clips or movies. Idk why😭",random request kinda want see og gang react horror clip movie idk,Random request Kinda Want See OG Gang React Horror Clip Movie Idk,-0.624,Negative,"['OG', 'Gang', 'React', 'Horror', 'Clip', 'Movie']",['request'],{'request': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Copy of rake.,copy rake,copy rake,0.0,Neutral,[],"['copy', 'rake']","{'copy': 'Neutral', 'rake': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Isko dekh ke lag raha hai ki ek law-day bhi hona chahiye.😂,isko dekh ke lag raha hai ki ek lawday bhi hona chahiye,"Looking at it, it seems that there should be a loud",0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay's more consistent here rather than his own channel 🥲,tanmays consistent rather channel,Tanmays Consistent Rather Channel,0.0,Neutral,"['Consistent', 'Rather']",['Tanmays'],{'Tanmays': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Hasna tha kya bro?🤔,hasna tha kya bro,Was BRO,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,kin chutiyo ko series dkhne ko bol diya...must watch series h,kin chutiyo ko series dkhne ko bol diyamust watch series h,Kin Chutiyo to see the series Diyamasta Watch Series:,0.0,Neutral,"['Kin', 'Diyamasta', 'Watch']",['series'],{'series': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,How to get Netflix admin's job?😂,get netflix admins job,Get Netflix Admins Job,0.0,Neutral,"['Netflix', 'Admins']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Still less views than his channel.,still le view channel,Still Le View Channel,0.0,Neutral,"['Le', 'View']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Why vishal is opening his mouth here but not in tanmay channel.. paisa bolta hai and bulwata hai,vishal opening mouth tanmay channel paisa bolta hai bulwata hai,The huge opening mouth tanmay channels calls money,0.3182,Positive,['tanmay'],"['opening', 'mouth', 'channels', 'money']","{'opening': 'Neutral', 'mouth': 'Neutral', 'channels': 'Neutral', 'money': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Happy to see this. I play the character of “Law” in the show :),happy see play character law show,Happy See Play Character Law Show,0.7269,Positive,"['Character', 'Law']",['See'],{'See': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Did Kullu say CHEMO laga ke, instead of chroma laga ke 😶 12:57",kullu say chemo laga ke instead chroma laga ke,Kullu from Chemo Laga of Instad Croma Laga,0.0,Neutral,"['Chemo', 'Instad', 'Croma']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"These guys reaction is soo scripted, anyone noticed?",guy reaction soo scripted anyone noticed,Guy reaction sooo scripted anyone noticed,0.0,Neutral,['Guy'],"['reaction', 'sooo']","{'reaction': 'Neutral', 'sooo': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Inhone Nishanth bhai ko nikal dala,inhone nishanth bhai ko nikal dala,He removed Nishant Bhai,0.0,Neutral,['Nishant'],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix trying to give me savage reply but mamla legal ho jayega,netflix trying give savage reply mamla legal ho jayega,Netflix Triing Give Savez Reply case will be legal,0.128,Positive,"['Netflix', 'Triing', 'Give', 'Savez', 'Reply']",['case'],{'case': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Piyush is so unfunny that everytime he cracks a joke it become an awkward moment for everyone,piyush unfunny everytime crack joke become awkward moment everyone,Piyush unfunny everytime crack joke become awkward moment everyone,0.1531,Positive,[],"['everytime', 'crack', 'joke', 'moment']","{'everytime': 'Neutral', 'crack': 'Neutral', 'joke': 'Neutral', 'moment': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix mai backhedi karta h motus😂😂😂,netflix mai backhedi karta h motus,Netflix May Bachakhedi Motes,0.0,Neutral,"['Netflix', 'May', 'Bachakhedi']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Season 2 ka  ayega iska?,season ka ayega iska,It will come for the season,0.0,Neutral,[],['season'],{'season': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,You should add Anubhav bassi in tanmay reaction panel it will be funn❤❤❤❤❤❤,add anubhav basso tanmay reaction panel funn,Add anubhav basso tanmay reaction panel funn,0.0,Neutral,"['reaction', 'panel']","['anubhav', 'basso']","{'anubhav': 'Neutral', 'basso': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,patpadganj to mere gaam ko naam hai 😂😂😂,patpadganj mere gaam ko naam hai,Patparganj is the name of my gam,0.0,Neutral,[],"['name', 'gam']","{'name': 'Neutral', 'gam': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Donna❤,donna,donna,0.0,Neutral,[],['donna'],{'donna': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,@gyaani2.0 bhai tumhara og gang to chori ho gaya,gyaani bhai tumhara og gang chori ho gaya,Gyani Bhai Your Vog Gang is stolen,-0.4939,Negative,"['Gyani', 'Vog']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Apart from your other reaction vidoes which we all obviously love/like, but this one is also good move given that people have watched it before and can relate it. Keep it up @Tanmay team. ",apart reaction vidoes obviously lovelike one also good move given people watched relate keep tanmay team,Apart reaction videos obvious love like one,0.7717,Positive,[],"['reaction', 'videos', 'love']","{'reaction': 'Neutral', 'videos': 'Neutral', 'love': 'Positive'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Abhi Tak tu Dilli Wale sardar se Mila hai kisi din real sadar se milne chalne jana Punjab pta chal jayega sadar ji kyu bulate hai 😅,abhi tak tu dilli wale sardar se mila hai kisi din real sadar se milne chalne jana punjab pta chal jayega sadar ji kyu bulate hai,"So far, you have met the Delhi Sardar, someday, going to meet the real Sadar, Punjab will know why Sadar ji calls.",0.0,Neutral,"['Delhi', 'Sadar']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,I wish they could get Ravi Kishan as well,wish could get ravi kishan well,Wish also get ravi kishan well,0.5859,Positive,[],['ravi'],{'ravi': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,ye show bohot badhiya laga bohot sare curious cases 😂😂,ye show bohot badhiya laga bohot sare curious case,This show is very good,0.4927,Positive,[],['show'],{'show': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,tanmay bought netflix too,tanmay bought netflix,tanmay boght netflix,0.0,Neutral,['boght'],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,where's Nishant?,wheres nishant,Whats Nishant,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"So unfunny, even Tanmay couldn't make it funny.",unfunny even tanmay couldnt make funny,Unfunny even tanmay couldnight make funny,0.4404,Positive,['tanmay'],['couldnight'],{'couldnight': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Piyush bhai kohra web series dekho sacred game bhool gye,piyush bhai kohra web series dekho sacred game bhool gye,Piyush Bhai Kohra Web Series Watch Sacred Games forgot,0.0,Neutral,"['Piyush', 'Bhai', 'Kohra', 'Web', 'Series', 'Watch', 'Sacred']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Best new series in a while!,best new series,Best new series,0.6369,Positive,[],['series'],{'series': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,4:03 iska exam clear ho gya kya 😂,iska exam clear ho gya kya,Has its exam cleared,0.1027,Positive,[],['exam'],{'exam': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,tanmay bhai i think you should be similarly consistent with both the channels🤣,tanmay bhai think similarly consistent channel,Tanmay Bhai Think Similarly Consistency Channel,0.0,Neutral,"['Tanmay', 'Similarly', 'Consistency']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,dekha dekha mast hai bohot usme tvf ki ek madam meri fav hai jo waqueel rehti hai she is my fav(nidhi bisht),dekha dekha mast hai bohot usme tvf ki ek madam meri fav hai jo waqueel rehti hai favnidhi bisht,"Dekh dekha hai hai bohot is a madam of tawaf in it, there is my father",0.0,Neutral,"['Dekh', 'dekha', 'hai', 'hai']","['madam', 'tawaf', 'father']","{'madam': 'Neutral', 'tawaf': 'Neutral', 'father': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Looks like a nonsense movie. Could not tolerate the short clips also.,look like nonsense movie could tolerate short clip also,Look like Nonsense Movie Could Tolerate Short Clip also,-0.0516,Negative,"['Nonsense', 'Short']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Bhae bassi ko bulana tha Mazza ata,bhae basso ko bulana tha mazza ata,Bhaye Buso had to be called,0.0,Neutral,['Bhaye'],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,One of my favourite series. Finished in one go.,one favourite series finished one go,One favor series Finished One Go,0.4019,Positive,[],"['favor', 'series']","{'favor': 'Neutral', 'series': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Ravi kishan ke dekhunga❤😅,ravi kishan ke dekhunga,I will see Ravi Kishan,0.0,Neutral,['Ravi'],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Seems like they didnt have fun,seems like didnt fun,Seems like did,0.3612,Positive,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"zindagi jhand ba phir bhi ghamand ba - quoted some more than a hundred time Ravi Kishan said during his time in early season of Big Boss season, I was easily became his fan. And this was the best of his work. And overall this season is one of the best ever produced by Netflix India!",zindagi jhand ba phir bhi ghamand ba quoted hundred time ravi kishan said time early season big bos season easily became fan best work overall season one best ever produced netflix india,Zindagi jhand ba phir bhi ghamand ba quoted hundred time ravi kishan said time early season big bos season economy,0.0,Neutral,"['Zindagi', 'bhi', 'bos']","['jhand', 'phir', 'time', 'ravi', 'time', 'season', 'season', 'economy']","{'jhand': 'Neutral', 'phir': 'Neutral', 'time': 'Neutral', 'ravi': 'Neutral', 'season': 'Neutral', 'economy': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Jenelia De'souza 🫢,jenelia desouza,Jenelia Desouza,0.0,Neutral,['Jenelia'],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,3:44 SBI to Supreme Court,sbi supreme court,SBI Supreme Court,0.5574,Positive,"['SBI', 'Supreme']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,I was just thinking this morning that Netflix should get Tanmay to watch this and here it is. Isi ko shastron mein manifestation kaha gaya hai,thinking morning netflix get tanmay watch isi ko shastron mein manifestation kaha gaya hai,Thinking Morning Netflix Gate Tanmay Watch is called Manifestation in the scriptures,0.0,Neutral,"['Thinking', 'Morning', 'Netflix', 'Gate', 'Tanmay']",['scriptures'],{'scriptures': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Nidhi razdan,nidhi razdan,Fund razadan,0.0,Neutral,['Fund'],['razadan'],{'razadan': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Kohrra dekho serious sardar mil jayenge,kohrra dekho serious sardar mil jayenge,"Look at Kohra, you will find Sirius Sardar",0.0,Neutral,['Sirius'],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Tanmay in his channel : lame joke-🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Tanmay in netflix channel: funny shows🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁🙁",tanmay channel lame joke tanmay netflix channel funny show,tanmay channel lame joke tanmay netflix channel funny show,0.3182,Positive,"['channel', 'lame', 'tanmay', 'netflix']",['show'],{'show': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Abe phla scene hi galat hai . As a advocate ye morally and legal dono tarike se faltu writing galat facts pe hai,abe phla scene hi galat hai advocate ye morally legal dono tarike se faltu writing galat fact pe hai,Abe first scan is wrong. Advocate is on the wrong fact in both ways,-0.7351,Negative,['Abe'],"['fact', 'ways']","{'fact': 'Neutral', 'ways': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"jab iski audience badi ho jayegi , theatre me movie nahi , tanmay bhat ka reaction to the movie aayega.",jab iski audience badi ho jayegi theatre movie nahi tanmay bhat ka reaction movie aayega,"When its audience becomes bigger, the theater movie will not have a reaction movie of Tanmay Bhat.",0.0,Neutral,[],"['audience', 'theater', 'movie', 'reaction', 'movie']","{'audience': 'Neutral', 'theater': 'Neutral', 'movie': 'Neutral', 'reaction': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Indian Saul Goodman 😂😂😂,indian saul goodman,indian saul goodman,0.0,Neutral,"['indian', 'saul']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,This series is lookingg lit now going to watch it..😂❤🔥,series lookingg lit going watch,Series looking right watch,0.0,Neutral,[],"['Series', 'watch']","{'Series': 'Neutral', 'watch': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,0:01 tanmays second channel 😂,tanmays second channel,Tanmays Second Channel,0.0,Neutral,"['Tanmays', 'Second']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"A very out of context thing to say, but muje kal tak TLDR ka meaning pata nhi tha, meine khudse kuch tinde ki sabji assume kr liya tha :)",context thing say muje kal tak tldr ka meaning pata nhi tha meine khudse kuch tinde ki sabji assume kr liya tha,I did not know the meaning of Taldar till yesterday from the contact,0.0,Neutral,[],"['meaning', 'yesterday', 'contact']","{'meaning': 'Neutral', 'yesterday': 'Neutral', 'contact': 'Neutral'}"
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,5:25 tanmay and gang be like bilkul riks ni lene ka re baba 😂😂,tanmay gang like bilkul riks ni lene ka baba,Baba wrote Tanmay Gangs to take Ricks Ni,0.0,Neutral,"['Tanmay', 'Ricks']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Ye toh bassi ki field h 😂😂,ye toh basso ki field h,This is the field of Baso,0.0,Neutral,[],['field'],{'field': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Mai dekhne ja rha hu,mai dekhne ja rha hu,I am going to see,0.0,Neutral,[],[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,"Tanmay bhatt in & as - Donald Trump 😂😅 
Missed this 😂",tanmay bhatt donald trump missed,tanmay bhatt donald trump missed,-0.296,Negative,"['tanmay', 'bhatt', 'donald']",[],{}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Tanmay and OG panel Makes Me watch Everything they post Even during Exams😂......Ab Tanmay bhai ki wajah se subscription bhi lena padega dubara😅,tanmay og panel make watch everything post even examsab tanmay bhai ki wajah se subscription bhi lena padega dubara,"Due to Tanmay Vog Panel Make Watch Everything Post and Examsab Tanmay Bhai, you will also have to take subscription again",0.0,Neutral,"['Tanmay', 'Vog', 'Everything', 'Examsab', 'Tanmay']",['subscription'],{'subscription': 'Neutral'}
@TanmayBhatYT & The OG Gang REACT To MAAMLA LEGAL HAI! 😂 | Netflix India,Netflix should have made Bassi (Honorary Advocate 😂) a part of the panel !,netflix made basso honorary advocate part panel,Netflix Made Basso Honorary Advocate Part Panel,0.34,Positive,"['Basso', 'Honorary', 'Advocate', 'Part']",[],{}
